borrower,business_type,carbon_price,price_impact,volume_impact,revenue,ebitda,ebitda_change,carbon_cost,transition_capex,cfads,dscr,interest_coverage,net_leverage,pd_multiplier,stressed_pd,stressed_lgd,ead,expected_credit_loss,ecl_rate
UpstreamCo,Exploration & Production,0,-0.25,-0.05,3562.5,1211.25,-0.30785714285714283,0.0,178.125,201.4375,0.41966145833333335,6.729166666666667,2.146542827657379,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,0,-0.25,-0.1,3375.0,1147.5,-0.3442857142857143,0.0,168.75,156.625,0.3263020833333333,6.375,2.2657952069716774,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,0,-0.25,-0.15,3187.5,1083.75,-0.38071428571428567,0.0,159.375,111.8125,0.23294270833333333,6.020833333333333,2.3990772779700116,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,50,0.0,0.0,5000.0,1662.5,-0.050000000000000044,37.5,250.0,513.125,1.0690104166666667,9.23611111111111,1.5639097744360901,2,0.03,0.45,500,6.75,0.0135
UpstreamCo,Exploration & Production,50,0.0,-0.05,4750.0,1579.375,-0.09750000000000003,35.625,237.5,454.96875,0.9478515625,8.774305555555555,1.6462208151958844,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,50,0.0,-0.1,4500.0,1496.25,-0.14500000000000002,33.75,225.0,396.8125,0.8266927083333333,8.3125,1.7376775271512113,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,50,0.0,-0.15,4250.0,1413.125,-0.1925,31.875,212.5,338.65625,0.7055338541666667,7.850694444444445,1.8398938522777533,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,50,-0.05,0.0,4750.0,1579.375,-0.09750000000000003,35.625,237.5,454.96875,0.9478515625,8.774305555555555,1.6462208151958844,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,50,-0.05,-0.05,4512.5,1500.40625,-0.142625,33.84375,225.625,399.7203125000001,0.8327506510416669,8.335590277777778,1.7328640159956679,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,50,-0.05,-0.1,4275.0,1421.4375,-0.18774999999999997,32.0625,213.75,344.47187499999995,0.7176497395833332,7.896875,1.8291342391065384,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,50,-0.05,-0.15,4037.5,1342.46875,-0.23287500000000005,30.28125,201.875,289.22343750000005,0.6025488281250001,7.458159722222222,1.9367303708186876,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,50,-0.1,0.0,4500.0,1496.25,-0.14500000000000002,33.75,225.0,396.8125,0.8266927083333333,8.3125,1.7376775271512113,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,50,-0.1,-0.05,4275.0,1421.4375,-0.18774999999999997,32.0625,213.75,344.47187499999995,0.7176497395833332,7.896875,1.8291342391065384,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,50,-0.1,-0.1,4050.0,1346.625,-0.23050000000000004,30.375,202.5,292.1312499999999,0.6086067708333331,7.48125,1.9307528079457903,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,50,-0.1,-0.15,3825.0,1271.8125,-0.27325,28.6875,191.25,239.7906250000001,0.4995638020833335,7.065625,2.044326502530837,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,50,-0.15,0.0,4250.0,1413.125,-0.1925,31.875,212.5,338.65625,0.7055338541666667,7.850694444444445,1.8398938522777533,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,50,-0.15,-0.05,4037.5,1342.46875,-0.23287500000000005,30.28125,201.875,289.22343750000005,0.6025488281250001,7.458159722222222,1.9367303708186876,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,50,-0.15,-0.1,3825.0,1271.8125,-0.27325,28.6875,191.25,239.7906250000001,0.4995638020833335,7.065625,2.044326502530837,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,50,-0.15,-0.15,3612.5,1201.15625,-0.31362500000000004,27.09375,180.625,190.35781250000002,0.3965787760416667,6.673090277777778,2.16458100267971,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,50,-0.2,0.0,4000.0,1330.0,-0.24,30.0,200.0,280.5,0.584375,7.388888888888889,1.9548872180451127,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,50,-0.2,-0.05,3800.0,1263.5,-0.278,28.5,190.0,233.9749999999999,0.4874479166666665,7.019444444444445,2.0577760189948555,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,50,-0.2,-0.1,3600.0,1197.0,-0.31599999999999995,27.0,180.0,187.45000000000005,0.39052083333333343,6.65,2.172096908939014,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,50,-0.2,-0.15,3400.0,1130.5,-0.354,25.5,170.0,140.92499999999995,0.29359374999999993,6.280555555555556,2.2998673153471914,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,50,-0.25,0.0,3750.0,1246.875,-0.2875,28.125,187.5,222.34375,0.4632161458333333,6.927083333333333,2.0852130325814535,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,50,-0.25,-0.05,3562.5,1184.53125,-0.323125,26.71875,178.125,178.7265625,0.37234700520833336,6.580729166666667,2.194961086927846,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,50,-0.25,-0.1,3375.0,1122.1875,-0.35875,25.3125,168.75,135.109375,0.28147786458333335,6.234375,2.3169033695349484,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,50,-0.25,-0.15,3187.5,1059.84375,-0.39437500000000003,23.90625,159.375,91.4921875,0.19060872395833334,5.888020833333333,2.4531918030370043,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,75,0.0,0.0,5000.0,1643.75,-0.06071428571428572,56.25,250.0,497.1875,1.0358072916666667,9.131944444444445,1.5817490494296578,2,0.03,0.45,500,6.75,0.0135
UpstreamCo,Exploration & Production,75,0.0,-0.05,4750.0,1561.5625,-0.1076785714285714,53.4375,237.5,439.828125,0.91630859375,8.675347222222221,1.6649989993996397,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,75,0.0,-0.1,4500.0,1479.375,-0.1546428571428572,50.625,225.0,382.46875,0.7968098958333333,8.21875,1.757498943810731,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,75,0.0,-0.15,4250.0,1397.1875,-0.20160714285714287,47.8125,212.5,325.109375,0.6773111979166667,7.762152777777778,1.8608812346231267,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,75,-0.05,0.0,4750.0,1561.5625,-0.1076785714285714,53.4375,237.5,439.828125,0.91630859375,8.675347222222221,1.6649989993996397,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,75,-0.05,-0.05,4512.5,1483.484375,-0.1522946428571429,50.765625,225.625,385.33671875000005,0.8027848307291667,8.241579861111111,1.7526305256838313,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,75,-0.05,-0.1,4275.0,1405.40625,-0.19691071428571427,48.09375,213.75,330.8453125000001,0.6892610677083335,7.8078125,1.849998888221822,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,75,-0.05,-0.15,4037.5,1327.328125,-0.24152678571428576,45.421875,201.875,276.3539062499999,0.5757373046874998,7.374045138888889,1.9588223522348702,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,75,-0.1,0.0,4500.0,1479.375,-0.1546428571428572,50.625,225.0,382.46875,0.7968098958333333,8.21875,1.757498943810731,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,75,-0.1,-0.05,4275.0,1405.40625,-0.19691071428571427,48.09375,213.75,330.8453125000001,0.6892610677083335,7.8078125,1.849998888221822,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,75,-0.1,-0.1,4050.0,1331.4375,-0.23917857142857146,45.5625,202.5,279.22187499999995,0.5817122395833333,7.396875,1.9527766042341455,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,75,-0.1,-0.15,3825.0,1257.46875,-0.28144642857142854,43.03125,191.25,227.59843750000005,0.4741634114583334,6.9859375,2.0676458162479188,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,75,-0.15,0.0,4250.0,1397.1875,-0.20160714285714287,47.8125,212.5,325.109375,0.6773111979166667,7.762152777777778,1.8608812346231267,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,75,-0.15,-0.05,4037.5,1327.328125,-0.24152678571428576,45.421875,201.875,276.3539062499999,0.5757373046874998,7.374045138888889,1.9588223522348702,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,75,-0.15,-0.1,3825.0,1257.46875,-0.28144642857142854,43.03125,191.25,227.59843750000005,0.4741634114583334,6.9859375,2.0676458162479188,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,75,-0.15,-0.15,3612.5,1187.609375,-0.32136607142857143,40.640625,180.625,178.84296874999995,0.3725895182291666,6.597829861111111,2.1892720407330906,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,75,-0.2,0.0,4000.0,1315.0,-0.24857142857142855,45.0,200.0,267.75,0.5578125,7.305555555555555,1.9771863117870723,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,75,-0.2,-0.05,3800.0,1249.25,-0.28614285714285714,42.75,190.0,221.86249999999995,0.46221354166666656,6.940277777777778,2.08124874924955,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,75,-0.2,-0.1,3600.0,1183.5,-0.32371428571428573,40.5,180.0,175.97500000000002,0.36661458333333335,6.575,2.1968736797634136,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,75,-0.2,-0.15,3400.0,1117.75,-0.3612857142857143,38.25,170.0,130.08749999999998,0.2710156249999999,6.209722222222222,2.3261015432789085,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,75,-0.25,0.0,3750.0,1232.8125,-0.29553571428571423,42.1875,187.5,210.390625,0.4383138020833333,6.848958333333333,2.108998732572877,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,75,-0.25,-0.05,3562.5,1171.171875,-0.3307589285714285,40.078125,178.125,167.37109375,0.34868977864583334,6.506510416666667,2.2199986658661865,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,75,-0.25,-0.1,3375.0,1109.53125,-0.3659821428571428,37.96875,168.75,124.3515625,0.25906575520833336,6.1640625,2.3433319250809745,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,75,-0.25,-0.15,3187.5,1047.890625,-0.4012053571428571,35.859375,159.375,81.33203125,0.16944173177083333,5.821614583333333,2.4811749794975024,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,100,0.0,0.0,5000.0,1625.0,-0.0714285714285714,75.0,250.0,481.25,1.0026041666666667,9.027777777777779,1.6,2,0.03,0.45,500,6.75,0.0135
UpstreamCo,Exploration & Production,100,0.0,-0.05,4750.0,1543.75,-0.11785714285714288,71.25,237.5,424.6875,0.884765625,8.57638888888889,1.6842105263157894,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,100,0.0,-0.1,4500.0,1462.5,-0.16428571428571426,67.5,225.0,368.125,0.7669270833333334,8.125,1.7777777777777777,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,100,0.0,-0.15,4250.0,1381.25,-0.21071428571428574,63.75,212.5,311.5625,0.6490885416666666,7.673611111111111,1.8823529411764706,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.05,0.0,4750.0,1543.75,-0.11785714285714288,71.25,237.5,424.6875,0.884765625,8.57638888888889,1.6842105263157894,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,100,-0.05,-0.05,4512.5,1466.5625,-0.16196428571428567,67.6875,225.625,370.953125,0.7728190104166667,8.147569444444445,1.7728531855955678,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,100,-0.05,-0.1,4275.0,1389.375,-0.20607142857142857,64.125,213.75,317.21875,0.6608723958333333,7.71875,1.871345029239766,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.05,-0.15,4037.5,1312.1875,-0.2501785714285715,60.5625,201.875,263.484375,0.54892578125,7.289930555555555,1.9814241486068112,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.1,0.0,4500.0,1462.5,-0.16428571428571426,67.5,225.0,368.125,0.7669270833333334,8.125,1.7777777777777777,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,100,-0.1,-0.05,4275.0,1389.375,-0.20607142857142857,64.125,213.75,317.21875,0.6608723958333333,7.71875,1.871345029239766,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.1,-0.1,4050.0,1316.25,-0.2478571428571429,60.75,202.5,266.3125,0.5548177083333333,7.3125,1.9753086419753085,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.1,-0.15,3825.0,1243.125,-0.2896428571428571,57.375,191.25,215.40625,0.44876302083333336,6.90625,2.0915032679738563,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.15,0.0,4250.0,1381.25,-0.21071428571428574,63.75,212.5,311.5625,0.6490885416666666,7.673611111111111,1.8823529411764706,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.15,-0.05,4037.5,1312.1875,-0.2501785714285715,60.5625,201.875,263.484375,0.54892578125,7.289930555555555,1.9814241486068112,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.15,-0.1,3825.0,1243.125,-0.2896428571428571,57.375,191.25,215.40625,0.44876302083333336,6.90625,2.0915032679738563,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.15,-0.15,3612.5,1174.0625,-0.3291071428571428,54.1875,180.625,167.328125,0.34860026041666664,6.522569444444445,2.2145328719723185,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.2,0.0,4000.0,1300.0,-0.2571428571428571,60.0,200.0,255.0,0.53125,7.222222222222222,2.0,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.2,-0.05,3800.0,1235.0,-0.29428571428571426,57.0,190.0,209.75,0.43697916666666664,6.861111111111111,2.1052631578947367,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.2,-0.1,3600.0,1170.0,-0.3314285714285714,54.0,180.0,164.5,0.34270833333333334,6.5,2.2222222222222223,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.2,-0.15,3400.0,1105.0,-0.36857142857142855,51.0,170.0,119.25,0.2484375,6.138888888888889,2.3529411764705883,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,100,-0.25,0.0,3750.0,1218.75,-0.3035714285714286,56.25,187.5,198.4375,0.4134114583333333,6.770833333333333,2.1333333333333333,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.25,-0.05,3562.5,1157.8125,-0.33839285714285716,53.4375,178.125,156.015625,0.3250325520833333,6.432291666666667,2.245614035087719,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,100,-0.25,-0.1,3375.0,1096.875,-0.3732142857142857,50.625,168.75,113.59375,0.23665364583333334,6.09375,2.3703703703703702,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,100,-0.25,-0.15,3187.5,1035.9375,-0.4080357142857143,47.8125,159.375,71.171875,0.14827473958333334,5.755208333333333,2.5098039215686274,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,150,0.0,0.0,5000.0,1587.5,-0.09285714285714286,112.5,250.0,449.375,0.9361979166666666,8.819444444444445,1.6377952755905512,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,150,0.0,-0.05,4750.0,1508.125,-0.13821428571428573,106.875,237.5,394.40625,0.8216796875,8.378472222222221,1.7239950269374222,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,150,0.0,-0.1,4500.0,1428.75,-0.1835714285714286,101.25,225.0,339.4375,0.7071614583333333,7.9375,1.8197725284339457,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,150,0.0,-0.15,4250.0,1349.375,-0.22892857142857148,95.625,212.5,284.46875,0.5926432291666667,7.496527777777778,1.9268179712830014,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.05,0.0,4750.0,1508.125,-0.13821428571428573,106.875,237.5,394.40625,0.8216796875,8.378472222222221,1.7239950269374222,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,150,-0.05,-0.05,4512.5,1432.71875,-0.18130357142857145,101.53125,225.625,342.1859374999999,0.7128873697916664,7.959548611111111,1.8147316073025497,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,150,-0.05,-0.1,4275.0,1357.3125,-0.22439285714285717,96.1875,213.75,289.96562500000005,0.6040950520833335,7.540625,1.9155500299304693,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.05,-0.15,4037.5,1281.90625,-0.2674821428571429,90.84375,201.875,237.74531249999995,0.4953027343749999,7.121701388888889,2.028229443455791,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.1,0.0,4500.0,1428.75,-0.1835714285714286,101.25,225.0,339.4375,0.7071614583333333,7.9375,1.8197725284339457,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,150,-0.1,-0.05,4275.0,1357.3125,-0.22439285714285717,96.1875,213.75,289.96562500000005,0.6040950520833335,7.540625,1.9155500299304693,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.1,-0.1,4050.0,1285.875,-0.26521428571428574,91.125,202.5,240.4937500000001,0.5010286458333335,7.14375,2.0219694760377176,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.1,-0.15,3825.0,1214.4375,-0.3060357142857143,86.0625,191.25,191.0218749999999,0.39796223958333315,6.746875,2.1409088569811128,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.15,0.0,4250.0,1349.375,-0.22892857142857148,95.625,212.5,284.46875,0.5926432291666667,7.496527777777778,1.9268179712830014,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.15,-0.05,4037.5,1281.90625,-0.2674821428571429,90.84375,201.875,237.74531249999995,0.4953027343749999,7.121701388888889,2.028229443455791,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.15,-0.1,3825.0,1214.4375,-0.3060357142857143,86.0625,191.25,191.0218749999999,0.39796223958333315,6.746875,2.1409088569811128,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.15,-0.15,3612.5,1146.96875,-0.3445892857142857,81.28125,180.625,144.29843749999998,0.30062174479166665,6.372048611111111,2.2668446720976485,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.2,0.0,4000.0,1270.0,-0.27428571428571424,90.0,200.0,229.5,0.478125,7.055555555555555,2.047244094488189,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.2,-0.05,3800.0,1206.5,-0.3105714285714286,85.5,190.0,185.5250000000001,0.38651041666666686,6.7027777777777775,2.154993783671778,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.2,-0.1,3600.0,1143.0,-0.34685714285714286,81.0,180.0,141.54999999999995,0.29489583333333325,6.35,2.2747156605424323,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.2,-0.15,3400.0,1079.5,-0.3831428571428571,76.5,170.0,97.57500000000005,0.2032812500000001,5.997222222222222,2.408522464103752,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,150,-0.25,0.0,3750.0,1190.625,-0.3196428571428571,84.375,187.5,174.53125,0.3636067708333333,6.614583333333333,2.183727034120735,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,150,-0.25,-0.05,3562.5,1131.09375,-0.35366071428571433,80.15625,178.125,133.3046875,0.2777180989583333,6.283854166666667,2.298660035916563,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,150,-0.25,-0.1,3375.0,1071.5625,-0.38767857142857143,75.9375,168.75,92.078125,0.19182942708333334,5.953125,2.426363371245261,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,150,-0.25,-0.15,3187.5,1012.03125,-0.4216964285714285,71.71875,159.375,50.8515625,0.10594075520833333,5.622395833333333,2.569090628377335,5,0.075,0.55,500,20.625,0.04125
UpstreamCo,Exploration & Production,200,0.0,0.0,5000.0,1550.0,-0.11428571428571432,150.0,250.0,417.5,0.8697916666666666,8.61111111111111,1.6774193548387097,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,200,0.0,-0.05,4750.0,1472.5,-0.15857142857142859,142.5,237.5,364.125,0.75859375,8.180555555555555,1.765704584040747,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,200,0.0,-0.1,4500.0,1395.0,-0.20285714285714285,135.0,225.0,310.75,0.6473958333333333,7.75,1.863799283154122,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,0.0,-0.15,4250.0,1317.5,-0.2471428571428571,127.5,212.5,257.375,0.5361979166666667,7.319444444444445,1.9734345351043643,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,-0.05,0.0,4750.0,1472.5,-0.15857142857142859,142.5,237.5,364.125,0.75859375,8.180555555555555,1.765704584040747,5,0.075,0.45,500,16.875,0.03375
UpstreamCo,Exploration & Production,200,-0.05,-0.05,4512.5,1398.875,-0.20064285714285712,135.375,225.625,313.41875000000005,0.6529557291666668,7.771527777777778,1.858636404253418,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,-0.05,-0.1,4275.0,1325.25,-0.24271428571428566,128.25,213.75,262.7125000000001,0.5473177083333335,7.3625,1.9618939822674968,5,0.075,0.5,500,18.75,0.0375
UpstreamCo,Exploration & Production,200,-0.05,-0.15,4037.5,1251.625,-0.2847857142857143,121.125,201.875,212.0062499999999,0.4416796874999998,6.9534722222222225,2.077299510636173,5,0.075,0.5,500,18.75,0.0375
