borrower,business_type,carbon_price,price_impact,volume_impact,revenue,ebitda,ebitda_change,carbon_cost,transition_capex,cfads,dscr,interest_coverage,net_leverage,pd_multiplier,stressed_pd,stressed_lgd,ead,expected_credit_loss,ecl_rate,baseline_pd,baseline_lgd,refined_pd_multiplier,refined_stressed_pd,refined_stressed_lgd,refined_expected_credit_loss,refined_ecl_rate,ecl_change,ecl_change_pct
UpstreamCo,Exploration & Production,50,-0.05,0.0,4750.0,1579.375,-0.0975,35.625,237.5,454.96875,0.9478515625,8.774305555555555,1.6462208151958844,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,50,-0.05,-0.05,4512.5,1500.40625,-0.142625,33.84375,225.625,399.7203125000001,0.8327506510416669,8.335590277777778,1.732864015995668,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,50,-0.05,-0.1,4275.0,1421.4375,-0.1877499999999999,32.0625,213.75,344.47187499999995,0.7176497395833332,7.896875,1.8291342391065384,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,4.0,0.06,0.45,13.5,0.027,-3.375,-0.2
UpstreamCo,Exploration & Production,50,-0.05,-0.15,4037.5,1342.46875,-0.232875,30.28125,201.875,289.22343750000005,0.6025488281250001,7.458159722222222,1.936730370818688,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,50,-0.1,0.0,4500.0,1496.25,-0.145,33.75,225.0,396.8125,0.8266927083333333,8.3125,1.7376775271512113,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,50,-0.1,-0.05,4275.0,1421.4375,-0.1877499999999999,32.0625,213.75,344.47187499999995,0.7176497395833332,7.896875,1.8291342391065384,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,4.0,0.06,0.45,13.5,0.027,-3.375,-0.2
UpstreamCo,Exploration & Production,50,-0.1,-0.1,4050.0,1346.625,-0.2305,30.375,202.5,292.1312499999999,0.6086067708333331,7.48125,1.9307528079457903,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,50,-0.1,-0.15,3825.0,1271.8125,-0.27325,28.6875,191.25,239.7906250000001,0.4995638020833335,7.065625,2.044326502530837,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,50,-0.15,0.0,4250.0,1413.125,-0.1925,31.875,212.5,338.65625,0.7055338541666667,7.850694444444445,1.8398938522777533,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,4.0,0.06,0.45,13.5,0.027,-3.375,-0.2
UpstreamCo,Exploration & Production,50,-0.15,-0.05,4037.5,1342.46875,-0.232875,30.28125,201.875,289.22343750000005,0.6025488281250001,7.458159722222222,1.936730370818688,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,50,-0.15,-0.1,3825.0,1271.8125,-0.27325,28.6875,191.25,239.7906250000001,0.4995638020833335,7.065625,2.044326502530837,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,50,-0.15,-0.15,3612.5,1201.15625,-0.313625,27.09375,180.625,190.3578125,0.3965787760416667,6.673090277777778,2.16458100267971,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,50,-0.2,0.0,4000.0,1330.0,-0.24,30.0,200.0,280.5,0.584375,7.388888888888889,1.954887218045113,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,50,-0.2,-0.05,3800.0,1263.5,-0.278,28.5,190.0,233.9749999999999,0.4874479166666665,7.019444444444445,2.0577760189948555,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,50,-0.2,-0.1,3600.0,1197.0,-0.3159999999999999,27.0,180.0,187.45000000000005,0.3905208333333334,6.65,2.172096908939014,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,50,-0.2,-0.15,3400.0,1130.5,-0.354,25.5,170.0,140.92499999999995,0.2935937499999999,6.280555555555556,2.299867315347192,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,50,-0.25,0.0,3750.0,1246.875,-0.2875,28.125,187.5,222.34375,0.4632161458333333,6.927083333333333,2.085213032581453,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,50,-0.25,-0.05,3562.5,1184.53125,-0.323125,26.71875,178.125,178.7265625,0.3723470052083333,6.580729166666667,2.194961086927846,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,50,-0.25,-0.1,3375.0,1122.1875,-0.35875,25.3125,168.75,135.109375,0.2814778645833333,6.234375,2.3169033695349484,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,50,-0.25,-0.15,3187.5,1059.84375,-0.394375,23.90625,159.375,91.4921875,0.1906087239583333,5.888020833333333,2.4531918030370043,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,75,0.0,0.0,5000.0,1643.75,-0.0607142857142857,56.25,250.0,497.1875,1.0358072916666667,9.131944444444445,1.5817490494296578,2,0.03,0.45,500,6.75,0.0135,0.015,0.45,2.0,0.03,0.45,6.75,0.0135,0.0,0.0
UpstreamCo,Exploration & Production,75,0.0,-0.05,4750.0,1561.5625,-0.1076785714285714,53.4375,237.5,439.828125,0.91630859375,8.675347222222221,1.6649989993996397,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,75,0.0,-0.1,4500.0,1479.375,-0.1546428571428572,50.625,225.0,382.46875,0.7968098958333333,8.21875,1.757498943810731,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,75,0.0,-0.15,4250.0,1397.1875,-0.2016071428571428,47.8125,212.5,325.109375,0.6773111979166667,7.762152777777778,1.8608812346231267,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,75,-0.05,0.0,4750.0,1561.5625,-0.1076785714285714,53.4375,237.5,439.828125,0.91630859375,8.675347222222221,1.6649989993996397,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,75,-0.05,-0.05,4512.5,1483.484375,-0.1522946428571429,50.765625,225.625,385.3367187500001,0.8027848307291667,8.241579861111111,1.7526305256838313,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,75,-0.05,-0.1,4275.0,1405.40625,-0.1969107142857142,48.09375,213.75,330.8453125000001,0.6892610677083335,7.8078125,1.849998888221822,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,4.0,0.06,0.45,13.5,0.027,-3.375,-0.2
UpstreamCo,Exploration & Production,75,-0.05,-0.15,4037.5,1327.328125,-0.2415267857142857,45.421875,201.875,276.3539062499999,0.5757373046874998,7.374045138888889,1.9588223522348704,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,75,-0.1,0.0,4500.0,1479.375,-0.1546428571428572,50.625,225.0,382.46875,0.7968098958333333,8.21875,1.757498943810731,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,75,-0.1,-0.05,4275.0,1405.40625,-0.1969107142857142,48.09375,213.75,330.8453125000001,0.6892610677083335,7.8078125,1.849998888221822,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,4.0,0.06,0.45,13.5,0.027,-3.375,-0.2
UpstreamCo,Exploration & Production,75,-0.1,-0.1,4050.0,1331.4375,-0.2391785714285714,45.5625,202.5,279.22187499999995,0.5817122395833333,7.396875,1.9527766042341452,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,75,-0.1,-0.15,3825.0,1257.46875,-0.2814464285714285,43.03125,191.25,227.59843750000005,0.4741634114583334,6.9859375,2.0676458162479188,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,75,-0.15,0.0,4250.0,1397.1875,-0.2016071428571428,47.8125,212.5,325.109375,0.6773111979166667,7.762152777777778,1.8608812346231267,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,75,-0.15,-0.05,4037.5,1327.328125,-0.2415267857142857,45.421875,201.875,276.3539062499999,0.5757373046874998,7.374045138888889,1.9588223522348704,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,75,-0.15,-0.1,3825.0,1257.46875,-0.2814464285714285,43.03125,191.25,227.59843750000005,0.4741634114583334,6.9859375,2.0676458162479188,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,75,-0.15,-0.15,3612.5,1187.609375,-0.3213660714285714,40.640625,180.625,178.84296874999995,0.3725895182291666,6.597829861111111,2.1892720407330906,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,75,-0.2,0.0,4000.0,1315.0,-0.2485714285714285,45.0,200.0,267.75,0.5578125,7.305555555555555,1.9771863117870725,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,75,-0.2,-0.05,3800.0,1249.25,-0.2861428571428571,42.75,190.0,221.86249999999995,0.4622135416666665,6.940277777777778,2.08124874924955,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,75,-0.2,-0.1,3600.0,1183.5,-0.3237142857142857,40.5,180.0,175.97500000000002,0.3666145833333333,6.575,2.1968736797634136,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,75,-0.2,-0.15,3400.0,1117.75,-0.3612857142857143,38.25,170.0,130.08749999999998,0.2710156249999999,6.209722222222222,2.3261015432789085,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,75,-0.25,0.0,3750.0,1232.8125,-0.2955357142857142,42.1875,187.5,210.390625,0.4383138020833333,6.848958333333333,2.108998732572877,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,75,-0.25,-0.05,3562.5,1171.171875,-0.3307589285714285,40.078125,178.125,167.37109375,0.3486897786458333,6.506510416666667,2.2199986658661865,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,75,-0.25,-0.1,3375.0,1109.53125,-0.3659821428571428,37.96875,168.75,124.3515625,0.2590657552083333,6.1640625,2.3433319250809745,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,75,-0.25,-0.15,3187.5,1047.890625,-0.4012053571428571,35.859375,159.375,81.33203125,0.1694417317708333,5.821614583333333,2.4811749794975024,5,0.075,0.55,500,20.625,0.04125,0.015,0.45,6.0,0.09,0.55,24.75,0.0495,4.125,0.2
UpstreamCo,Exploration & Production,100,0.0,0.0,5000.0,1625.0,-0.0714285714285714,75.0,250.0,481.25,1.0026041666666667,9.02777777777778,1.6,2,0.03,0.45,500,6.75,0.0135,0.015,0.45,2.0,0.03,0.45,6.75,0.0135,0.0,0.0
UpstreamCo,Exploration & Production,100,0.0,-0.05,4750.0,1543.75,-0.1178571428571428,71.25,237.5,424.6875,0.884765625,8.57638888888889,1.6842105263157894,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,100,0.0,-0.1,4500.0,1462.5,-0.1642857142857142,67.5,225.0,368.125,0.7669270833333334,8.125,1.7777777777777777,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,100,0.0,-0.15,4250.0,1381.25,-0.2107142857142857,63.75,212.5,311.5625,0.6490885416666666,7.673611111111111,1.8823529411764703,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,100,-0.05,0.0,4750.0,1543.75,-0.1178571428571428,71.25,237.5,424.6875,0.884765625,8.57638888888889,1.6842105263157894,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,100,-0.05,-0.05,4512.5,1466.5625,-0.1619642857142856,67.6875,225.625,370.953125,0.7728190104166667,8.147569444444445,1.7728531855955678,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,100,-0.05,-0.1,4275.0,1389.375,-0.2060714285714285,64.125,213.75,317.21875,0.6608723958333333,7.71875,1.871345029239766,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,100,-0.05,-0.15,4037.5,1312.1875,-0.2501785714285715,60.5625,201.875,263.484375,0.54892578125,7.289930555555555,1.9814241486068112,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,100,-0.1,0.0,4500.0,1462.5,-0.1642857142857142,67.5,225.0,368.125,0.7669270833333334,8.125,1.7777777777777777,5,0.075,0.45,500,16.875,0.03375,0.015,0.45,3.0,0.045,0.45,10.125,0.02025,-6.75,-0.4
UpstreamCo,Exploration & Production,100,-0.1,-0.05,4275.0,1389.375,-0.2060714285714285,64.125,213.75,317.21875,0.6608723958333333,7.71875,1.871345029239766,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,100,-0.1,-0.1,4050.0,1316.25,-0.2478571428571429,60.75,202.5,266.3125,0.5548177083333333,7.3125,1.9753086419753083,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,100,-0.1,-0.15,3825.0,1243.125,-0.2896428571428571,57.375,191.25,215.40625,0.4487630208333333,6.90625,2.0915032679738563,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,100,-0.15,0.0,4250.0,1381.25,-0.2107142857142857,63.75,212.5,311.5625,0.6490885416666666,7.673611111111111,1.8823529411764703,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,100,-0.15,-0.05,4037.5,1312.1875,-0.2501785714285715,60.5625,201.875,263.484375,0.54892578125,7.289930555555555,1.9814241486068112,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,100,-0.15,-0.1,3825.0,1243.125,-0.2896428571428571,57.375,191.25,215.40625,0.4487630208333333,6.90625,2.0915032679738563,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,100,-0.15,-0.15,3612.5,1174.0625,-0.3291071428571428,54.1875,180.625,167.328125,0.3486002604166666,6.522569444444445,2.2145328719723185,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
UpstreamCo,Exploration & Production,100,-0.2,0.0,4000.0,1300.0,-0.2571428571428571,60.0,200.0,255.0,0.53125,7.222222222222222,2.0,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,4.5,0.0675,0.5,16.875,0.03375,-1.875,-0.1
UpstreamCo,Exploration & Production,100,-0.2,-0.05,3800.0,1235.0,-0.2942857142857142,57.0,190.0,209.75,0.4369791666666666,6.861111111111111,2.1052631578947367,5,0.075,0.5,500,18.75,0.0375,0.015,0.45,5.5,0.08249999999999999,0.5,20.624999999999996,0.041249999999999995,1.8749999999999964,0.09999999999999981
