carbon_price,price_impact,volume_impact,total_ead,total_ecl,avg_dscr,avg_interest_coverage,avg_net_leverage,portfolio_ecl_rate
50,-0.05,-0.15,1600,57.375,0.4900889869624732,6.057864320286195,2.2886055518197566,0.035859375
50,-0.05,-0.1,1600,51.625,0.5840886910723825,6.41420928030303,2.161460798940881,0.032265625
50,-0.05,-0.05,1600,51.625,0.6780883951822916,6.770554240319865,2.047699704259782,0.032265625
50,-0.05,0.0,1600,51.625,0.7720880992922008,7.126899200336699,1.9453147190467928,0.032265625
50,0.0,-0.15,1600,51.625,0.5741939853766026,6.376699284511784,2.1741752742287686,0.032265625
50,0.0,-0.1,1600,51.625,0.6731410423344019,6.7517992424242435,2.053387758993837,0.032265625
50,0.0,-0.05,1600,51.625,0.7720880992922008,7.126899200336699,1.9453147190467928,0.032265625
50,0.0,0.0,1600,31.9,0.87103515625,7.501999158249158,1.8480489830944533,0.0199375
75,-0.25,-0.15,1600,63.125,0.13863228770198988,4.738354245580808,2.9221822494738583,0.039453125
75,-0.25,-0.1,1600,63.125,0.2119580683259882,5.0170809659090905,2.7598387911697553,0.039453125
75,-0.25,-0.05,1600,57.375,0.2852838489499866,5.2958076862373735,2.614584117950294,0.035859375
75,-0.25,0.0,1600,57.375,0.35860962957398507,5.574534406565657,2.4838549120527795,0.035859375
75,-0.2,-0.15,1600,63.125,0.2217348390758547,5.054244528619528,2.739545858881742,0.039453125
75,-0.2,-0.1,1600,57.375,0.2999490050747864,5.35155303030303,2.5873488667216455,0.035859375
75,-0.2,-0.05,1600,57.375,0.37816317107371794,5.648861531986532,2.451172610578401,0.035859375
75,-0.2,0.0,1600,57.375,0.45637733707264955,5.946170033670033,2.328613980049481,0.035859375
75,-0.15,-0.15,1600,57.375,0.3048373904497195,5.370134811658249,2.5783961024769337,0.035859375
75,-0.15,-0.1,1600,57.375,0.38793994182358427,5.686025094696969,2.4351518745615484,0.035859375
75,-0.15,-0.05,1600,57.375,0.4710424931974493,6.001915377735689,2.30698598642673,0.035859375
75,-0.15,0.0,1600,57.375,0.5541450445713142,6.317805660774411,2.1916366871053934,0.035859375
75,-0.1,-0.15,1600,57.375,0.38793994182358427,5.686025094696969,2.4351518745615484,0.035859375
75,-0.1,-0.1,1600,57.375,0.47593087857238253,6.020497159090909,2.299865659308129,0.035859375
75,-0.1,-0.05,1600,53.625,0.5639218153211808,6.354969223484848,2.178820098291912,0.033515625
75,-0.1,0.0,1600,51.625,0.6519127520699787,6.689441287878789,2.0698790933773163,0.032265625
75,-0.05,-0.15,1600,57.375,0.4710424931974493,6.001915377735689,2.30698598642673,0.035859375
75,-0.05,-0.1,1600,53.625,0.5639218153211808,6.354969223484848,2.178820098291912,0.033515625
75,-0.05,-0.05,1600,51.625,0.656801137444912,6.708023069234007,2.064145356276548,0.032265625
75,-0.05,0.0,1600,51.625,0.7496804595686432,7.061076914983165,1.9609380884627206,0.032265625
75,0.0,-0.15,1600,57.375,0.5541450445713142,6.317805660774411,2.1916366871053934,0.035859375
75,0.0,-0.1,1600,51.625,0.6519127520699787,6.689441287878789,2.0698790933773163,0.032265625
75,0.0,-0.05,1600,51.625,0.7496804595686432,7.061076914983165,1.9609380884627206,0.032265625
75,0.0,0.0,1600,41.5,0.8474481670673076,7.432712542087542,1.8628911840395848,0.0259375
100,-0.25,-0.15,1600,63.125,0.12359558209802358,4.694184027777777,2.945893223557104,0.039453125
100,-0.25,-0.1,1600,63.125,0.19603685062767093,4.9703124999999995,2.7822324889150427,0.039453125
100,-0.25,-0.05,1600,57.375,0.2684781191573184,5.246440972222222,2.635799200024777,0.035859375
100,-0.25,0.0,1600,57.375,0.34091938768696584,5.522569444444444,2.5040092400235383,0.035859375
100,-0.2,-0.15,1600,63.125,0.20569568643162395,5.00712962962963,2.7617748970847855,0.039453125
100,-0.2,-0.1,1600,57.375,0.28296637286324783,5.301666666666667,2.6083429583578526,0.035859375
100,-0.2,-0.05,1600,57.375,0.3602370592948718,5.596203703703703,2.4710617500232286,0.035859375
100,-0.2,0.0,1600,57.375,0.4375077457264958,5.890740740740742,2.3475086625220674,0.035859375
100,-0.15,-0.15,1600,57.375,0.28779579076522444,5.320075231481482,2.5993175501974446,0.035859375
100,-0.15,-0.1,1600,57.375,0.36989589509882487,5.633020833333333,2.45491101963092,0.035859375
100,-0.15,-0.05,1600,57.375,0.45199599943242513,5.945966435185184,2.3257051764924506,0.035859375
100,-0.15,0.0,1600,57.375,0.5340961037660256,6.258912037037036,2.209419917667828,0.035859375
100,-0.1,-0.15,1600,57.375,0.36989589509882487,5.633020833333333,2.45491101963092,0.035859375
100,-0.1,-0.1,1600,57.375,0.45682541733440174,5.964375,2.318527074095869,0.035859375
100,-0.1,-0.05,1600,57.375,0.5437549395699787,6.295729166666667,2.196499333353981,0.035859375
100,-0.1,0.0,1600,51.625,0.6306844618055555,6.627083333333334,2.086674366686282,0.032265625
100,-0.05,-0.15,1600,57.375,0.45199599943242513,5.945966435185184,2.3257051764924506,0.035859375
100,-0.05,-0.1,1600,57.375,0.5437549395699787,6.295729166666667,2.196499333353981,0.035859375
100,-0.05,-0.05,1600,51.625,0.635513879707532,6.645491898148149,2.080894105282719,0.032265625
100,-0.05,0.0,1600,51.625,0.7272728198450856,6.99525462962963,1.976849400018583,0.032265625
100,0.0,-0.15,1600,57.375,0.5340961037660256,6.258912037037036,2.209419917667828,0.035859375
100,0.0,-0.1,1600,51.625,0.6306844618055555,6.627083333333334,2.086674366686282,0.032265625
100,0.0,-0.05,1600,51.625,0.7272728198450856,6.99525462962963,1.976849400018583,0.032265625
100,0.0,0.0,1600,41.5,0.8238611778846153,7.3634259259259265,1.878006930017654,0.0259375
150,-0.25,-0.15,1600,63.125,0.09352217089009073,4.605843592171717,2.9946550795576172,0.039453125
150,-0.25,-0.1,1600,63.125,0.16419441523103637,4.876775568181818,2.828285352915527,0.039453125
150,-0.25,-0.05,1600,61.25,0.23486665957198186,5.14770754419192,2.679428229077868,0.03828125
150,-0.25,0.0,1600,57.375,0.30553890391292726,5.418639520202021,2.545456817623975,0.035859375
150,-0.2,-0.15,1600,63.125,0.17361738114316236,4.912899831649831,2.807489137085266,0.039453125
150,-0.2,-0.1,1600,57.375,0.2490011084401708,5.20189393939394,2.651517518358307,0.035859375
150,-0.2,-0.05,1600,57.375,0.32438483573717963,5.490888047138047,2.511963964760501,0.035859375
150,-0.2,0.0,1600,57.375,0.39976856303418806,5.779882154882155,2.3863657665224767,0.035859375
150,-0.15,-0.15,1600,57.375,0.2537125913962341,5.219956071127947,2.6423427172567213,0.035859375
150,-0.15,-0.1,1600,57.375,0.33380780164930557,5.527012310606061,2.4955458996313475,0.035859375
150,-0.15,-0.05,1600,57.375,0.41390301190237694,5.834068550084175,2.364201378598119,0.035859375
150,-0.15,0.0,1600,57.375,0.4939982221554488,6.14112478956229,2.245991309668213,0.035859375
150,-0.1,-0.15,1600,57.375,0.33380780164930557,5.527012310606061,2.4955458996313475,0.035859375
150,-0.1,-0.1,1600,57.375,0.41861449485844043,5.852130681818182,2.3569044607629395,0.035859375
150,-0.1,-0.05,1600,57.375,0.503421188067575,6.177249053030304,2.23285685756489,0.035859375
150,-0.1,0.0,1600,51.625,0.5882278812767093,6.502367424242425,2.1212140146866454,0.032265625
150,-0.05,-0.15,1600,57.375,0.41390301190237694,5.834068550084175,2.364201378598119,0.035859375
150,-0.05,-0.1,1600,57.375,0.503421188067575,6.177249053030304,2.23285685756489,0.035859375
150,-0.05,-0.05,1600,51.625,0.5929393642327724,6.520429555976431,2.11533807558779,0.032265625
150,-0.05,0.0,1600,51.625,0.6824575403979701,6.863610058922558,2.009571171808401,0.032265625
150,0.0,-0.15,1600,57.375,0.4939982221554488,6.14112478956229,2.245991309668213,0.035859375
150,0.0,-0.1,1600,51.625,0.5882278812767093,6.502367424242425,2.1212140146866454,0.032265625
150,0.0,-0.05,1600,51.625,0.6824575403979701,6.863610058922558,2.009571171808401,0.032265625
150,0.0,0.0,1600,51.625,0.7766871995192308,7.224852693602695,1.9090926132179808,0.032265625
200,-0.25,-0.15,1600,63.125,0.06344875968215817,4.517503156565657,3.0452969771309477,0.039453125
200,-0.25,-0.1,1600,63.125,0.13235197983440172,4.783238636363636,2.8761138117347844,0.039453125
200,-0.25,-0.05,1600,61.25,0.2012551999866453,5.048974116161617,2.7247394005908485,0.03828125
200,-0.25,0.0,1600,57.375,0.2701584201388889,5.314709595959596,2.588502430561306,0.035859375
200,-0.2,-0.15,1600,63.125,0.14153907585470074,4.818670033670034,2.854965916060264,0.039453125
200,-0.2,-0.1,1600,61.25,0.215035844017094,5.1021212121212125,2.69635669850136,0.03828125
200,-0.2,-0.05,1600,57.375,0.2885326121794871,5.385572390572391,2.5544431880539205,0.035859375
200,-0.2,0.0,1600,57.375,0.3620293803418803,5.669023569023569,2.426721028651224,0.035859375
200,-0.15,-0.15,1600,61.25,0.21962939202724363,5.119836910774411,2.6870267445273073,0.03828125
200,-0.15,-0.1,1600,57.375,0.2977197081997863,5.421003787878788,2.537747480942457,0.035859375
200,-0.15,-0.05,1600,57.375,0.37581002437232885,5.722170664983165,2.404181824050749,0.035859375
200,-0.15,0.0,1600,57.375,0.4539003405448718,6.023337542087543,2.2839727328482113,0.035859375
200,-0.1,-0.15,1600,57.375,0.2977197081997863,5.421003787878788,2.537747480942457,0.035859375
200,-0.1,-0.1,1600,57.375,0.3804035723824786,5.739886363636363,2.396761509778987,0.035859375
200,-0.1,-0.05,1600,57.375,0.46308743656517115,6.058768939393939,2.2706161671590404,0.035859375
200,-0.1,0.0,1600,55.5,0.5457713007478634,6.377651515151515,2.1570853588010883,0.0346875
200,-0.05,-0.15,1600,57.375,0.37581002437232885,5.722170664983165,2.404181824050749,0.035859375
200,-0.05,-0.1,1600,57.375,0.46308743656517115,6.058768939393939,2.2706161671590404,0.035859375
200,-0.05,-0.05,1600,53.5,0.5503648487580127,6.395367213804714,2.1511100530980385,0.0334375
200,-0.05,0.0,1600,51.625,0.6376422609508549,6.731965488215489,2.0435545504431363,0.032265625
200,0.0,-0.15,1600,57.375,0.4539003405448718,6.023337542087543,2.2839727328482113,0.035859375
200,0.0,-0.1,1600,55.5,0.5457713007478634,6.377651515151515,2.1570853588010883,0.0346875
200,0.0,-0.05,1600,51.625,0.6376422609508549,6.731965488215489,2.0435545504431363,0.032265625
200,0.0,0.0,1600,51.625,0.7295132211538462,7.086279461279461,1.9413768229209794,0.032265625
