carbon_price,price_impact,volume_impact,total_ead,original_ecl,refined_ecl,avg_dscr,avg_net_leverage,original_ecl_rate,refined_ecl_rate,ecl_increase
50,-0.15,-0.05,1600,57.375,57.825,0.4900889869624732,2.2886055518197566,0.035859375,0.036140625,0.45000000000000284
50,-0.15,0.0,1600,51.625,46.925,0.5741939853766026,2.1741752742287686,0.032265625,0.029328124999999997,-4.700000000000003
50,-0.1,-0.15,1600,57.375,67.2375,0.405983988548344,2.4157503046986317,0.035859375,0.0420234375,9.862499999999997
50,-0.1,-0.1,1600,57.375,57.825,0.49503633981036343,2.2815419544375963,0.035859375,0.036140625,0.45000000000000284
50,-0.1,-0.05,1600,51.625,46.925,0.5840886910723825,2.161460798940881,0.032265625,0.029328124999999997,-4.700000000000003
50,-0.1,0.0,1600,51.625,40.35,0.6731410423344019,2.053387758993837,0.032265625,0.02521875,-11.274999999999999
50,-0.05,-0.15,1600,57.375,57.825,0.4900889869624732,2.2886055518197566,0.035859375,0.036140625,0.45000000000000284
50,-0.05,-0.1,1600,51.625,46.925,0.5840886910723825,2.161460798940881,0.032265625,0.029328124999999997,-4.700000000000003
50,-0.05,-0.05,1600,51.625,40.35,0.6780883951822916,2.047699704259782,0.032265625,0.02521875,-11.274999999999999
50,-0.05,0.0,1600,51.625,38.475,0.7720880992922008,1.9453147190467928,0.032265625,0.024046875000000002,-13.149999999999999
50,0.0,-0.15,1600,51.625,46.925,0.5741939853766026,2.1741752742287686,0.032265625,0.029328124999999997,-4.700000000000003
50,0.0,-0.1,1600,51.625,40.35,0.6731410423344019,2.053387758993837,0.032265625,0.02521875,-11.274999999999999
50,0.0,-0.05,1600,51.625,38.475,0.7720880992922008,1.9453147190467928,0.032265625,0.024046875000000002,-13.149999999999999
50,0.0,0.0,1600,31.9,28.15,0.8710351562499999,1.8480489830944533,0.0199375,0.01759375,-3.75
75,-0.25,-0.15,1600,63.125,82.25,0.13863228770198985,2.9221822494738583,0.039453125,0.05140625,19.125
75,-0.25,-0.1,1600,63.125,80.25,0.21195806832598818,2.7598387911697553,0.039453125,0.05015625,17.125
75,-0.25,-0.05,1600,57.375,67.2375,0.28528384894998654,2.614584117950294,0.035859375,0.0420234375,9.862499999999997
75,-0.25,0.0,1600,57.375,67.2375,0.35860962957398496,2.4838549120527795,0.035859375,0.0420234375,9.862499999999997
75,-0.2,-0.15,1600,63.125,80.25,0.22173483907585467,2.739545858881742,0.039453125,0.05015625,17.125
75,-0.2,-0.1,1600,57.375,67.2375,0.29994900507478633,2.5873488667216455,0.035859375,0.0420234375,9.862499999999997
75,-0.2,-0.05,1600,57.375,67.2375,0.37816317107371794,2.451172610578401,0.035859375,0.0420234375,9.862499999999997
75,-0.2,0.0,1600,57.375,57.825,0.45637733707264955,2.328613980049481,0.035859375,0.036140625,0.45000000000000284
75,-0.15,-0.15,1600,57.375,67.2375,0.3048373904497195,2.5783961024769337,0.035859375,0.0420234375,9.862499999999997
75,-0.15,-0.1,1600,57.375,67.2375,0.38793994182358427,2.4351518745615484,0.035859375,0.0420234375,9.862499999999997
75,-0.15,-0.05,1600,57.375,57.825,0.4710424931974493,2.30698598642673,0.035859375,0.036140625,0.45000000000000284
75,-0.15,0.0,1600,57.375,57.825,0.5541450445713142,2.1916366871053934,0.035859375,0.036140625,0.45000000000000284
75,-0.1,-0.15,1600,57.375,67.2375,0.38793994182358427,2.4351518745615484,0.035859375,0.0420234375,9.862499999999997
75,-0.1,-0.1,1600,57.375,57.825,0.47593087857238253,2.299865659308129,0.035859375,0.036140625,0.45000000000000284
75,-0.1,-0.05,1600,53.625,50.325,0.5639218153211808,2.178820098291912,0.033515625,0.031453125,-3.299999999999997
75,-0.1,0.0,1600,51.625,40.35,0.6519127520699787,2.0698790933773163,0.032265625,0.02521875,-11.274999999999999
75,-0.05,-0.15,1600,57.375,57.825,0.4710424931974493,2.30698598642673,0.035859375,0.036140625,0.45000000000000284
75,-0.05,-0.1,1600,53.625,50.325,0.5639218153211808,2.178820098291912,0.033515625,0.031453125,-3.299999999999997
75,-0.05,-0.05,1600,51.625,40.35,0.656801137444912,2.064145356276548,0.032265625,0.02521875,-11.274999999999999
75,-0.05,0.0,1600,51.625,38.475,0.7496804595686432,1.9609380884627206,0.032265625,0.024046875000000002,-13.149999999999999
75,0.0,-0.15,1600,57.375,57.825,0.5541450445713142,2.1916366871053934,0.035859375,0.036140625,0.45000000000000284
75,0.0,-0.1,1600,51.625,40.35,0.6519127520699787,2.0698790933773163,0.032265625,0.02521875,-11.274999999999999
75,0.0,-0.05,1600,51.625,38.475,0.7496804595686432,1.9609380884627206,0.032265625,0.024046875000000002,-13.149999999999999
75,0.0,0.0,1600,41.5,31.35,0.8474481670673076,1.8628911840395845,0.0259375,0.01959375,-10.149999999999999
100,-0.25,-0.15,1600,63.125,84.3125,0.12359558209802357,2.945893223557104,0.039453125,0.0526953125,21.1875
100,-0.25,-0.1,1600,63.125,80.25,0.19603685062767084,2.7822324889150427,0.039453125,0.05015625,17.125
100,-0.25,-0.05,1600,57.375,67.2375,0.2684781191573184,2.635799200024777,0.035859375,0.0420234375,9.862499999999997
100,-0.25,0.0,1600,57.375,67.2375,0.34091938768696584,2.5040092400235383,0.035859375,0.0420234375,9.862499999999997
100,-0.2,-0.15,1600,63.125,80.25,0.20569568643162395,2.7617748970847855,0.039453125,0.05015625,17.125
100,-0.2,-0.1,1600,57.375,67.2375,0.28296637286324783,2.6083429583578526,0.035859375,0.0420234375,9.862499999999997
100,-0.2,-0.05,1600,57.375,67.2375,0.3602370592948718,2.4710617500232286,0.035859375,0.0420234375,9.862499999999997
100,-0.2,0.0,1600,57.375,57.825,0.4375077457264958,2.3475086625220674,0.035859375,0.036140625,0.45000000000000284
100,-0.15,-0.15,1600,57.375,67.2375,0.2877957907652244,2.5993175501974446,0.035859375,0.0420234375,9.862499999999997
100,-0.15,-0.1,1600,57.375,67.2375,0.36989589509882487,2.45491101963092,0.035859375,0.0420234375,9.862499999999997
100,-0.15,-0.05,1600,57.375,57.825,0.45199599943242513,2.3257051764924506,0.035859375,0.036140625,0.45000000000000284
100,-0.15,0.0,1600,57.375,57.825,0.5340961037660256,2.209419917667828,0.035859375,0.036140625,0.45000000000000284
100,-0.1,-0.15,1600,57.375,67.2375,0.36989589509882487,2.45491101963092,0.035859375,0.0420234375,9.862499999999997
100,-0.1,-0.1,1600,57.375,57.825,0.45682541733440174,2.318527074095869,0.035859375,0.036140625,0.45000000000000284
100,-0.1,-0.05,1600,57.375,57.825,0.5437549395699787,2.196499333353981,0.035859375,0.036140625,0.45000000000000284
100,-0.1,0.0,1600,51.625,43.55,0.6306844618055555,2.086674366686282,0.032265625,0.02721875,-8.075000000000003
100,-0.05,-0.15,1600,57.375,57.825,0.45199599943242513,2.3257051764924506,0.035859375,0.036140625,0.45000000000000284
100,-0.05,-0.1,1600,57.375,57.825,0.5437549395699787,2.196499333353981,0.035859375,0.036140625,0.45000000000000284
100,-0.05,-0.05,1600,51.625,43.55,0.635513879707532,2.080894105282719,0.032265625,0.02721875,-8.075000000000003
100,-0.05,0.0,1600,51.625,38.475,0.7272728198450856,1.976849400018583,0.032265625,0.024046875000000002,-13.149999999999999
100,0.0,-0.15,1600,57.375,57.825,0.5340961037660256,2.209419917667828,0.035859375,0.036140625,0.45000000000000284
100,0.0,-0.1,1600,51.625,43.55,0.6306844618055555,2.086674366686282,0.032265625,0.02721875,-8.075000000000003
100,0.0,-0.05,1600,51.625,38.475,0.7272728198450856,1.976849400018583,0.032265625,0.024046875000000002,-13.149999999999999
100,0.0,0.0,1600,41.5,35.1,0.8238611778846153,1.878006930017654,0.0259375,0.021937500000000002,-6.399999999999999
150,-0.25,-0.15,1600,63.125,84.3125,0.0935221708900907,2.9946550795576172,0.039453125,0.0526953125,21.1875
150,-0.25,-0.1,1600,63.125,82.25,0.1641944152310363,2.828285352915527,0.039453125,0.05140625,19.125
150,-0.25,-0.05,1600,61.25,75.5625,0.2348666595719818,2.679428229077868,0.03828125,0.0472265625,14.3125
150,-0.25,0.0,1600,57.375,67.2375,0.30553890391292726,2.545456817623975,0.035859375,0.0420234375,9.862499999999997
150,-0.2,-0.15,1600,63.125,80.25,0.1736173811431623,2.807489137085266,0.039453125,0.05015625,17.125
150,-0.2,-0.1,1600,57.375,67.2375,0.24900110844017076,2.651517518358307,0.035859375,0.0420234375,9.862499999999997
150,-0.2,-0.05,1600,57.375,67.2375,0.3243848357371795,2.511963964760501,0.035859375,0.0420234375,9.862499999999997
150,-0.2,0.0,1600,57.375,65.17500000000001,0.399768563034188,2.3863657665224762,0.035859375,0.04073437500000001,7.800000000000011
150,-0.15,-0.15,1600,57.375,67.2375,0.25371259139623403,2.6423427172567213,0.035859375,0.0420234375,9.862499999999997
150,-0.15,-0.1,1600,57.375,67.2375,0.3338078016493055,2.4955458996313475,0.035859375,0.0420234375,9.862499999999997
150,-0.15,-0.05,1600,57.375,65.17500000000001,0.41390301190237694,2.364201378598119,0.035859375,0.04073437500000001,7.800000000000011
150,-0.15,0.0,1600,57.375,57.825,0.4939982221554488,2.245991309668213,0.035859375,0.036140625,0.45000000000000284
150,-0.1,-0.15,1600,57.375,67.2375,0.3338078016493055,2.4955458996313475,0.035859375,0.0420234375,9.862499999999997
150,-0.1,-0.1,1600,57.375,61.42500000000001,0.41861449485844043,2.3569044607629395,0.035859375,0.038390625000000005,4.050000000000011
150,-0.1,-0.05,1600,57.375,57.825,0.503421188067575,2.23285685756489,0.035859375,0.036140625,0.45000000000000284
150,-0.1,0.0,1600,51.625,46.925,0.5882278812767093,2.121214014686646,0.032265625,0.029328124999999997,-4.700000000000003
150,-0.05,-0.15,1600,57.375,65.17500000000001,0.41390301190237694,2.364201378598119,0.035859375,0.04073437500000001,7.800000000000011
150,-0.05,-0.1,1600,57.375,57.825,0.503421188067575,2.23285685756489,0.035859375,0.036140625,0.45000000000000284
150,-0.05,-0.05,1600,51.625,46.925,0.5929393642327724,2.1153380755877906,0.032265625,0.029328124999999997,-4.700000000000003
150,-0.05,0.0,1600,51.625,40.35,0.6824575403979701,2.009571171808401,0.032265625,0.02521875,-11.274999999999999
150,0.0,-0.15,1600,57.375,57.825,0.4939982221554488,2.245991309668213,0.035859375,0.036140625,0.45000000000000284
150,0.0,-0.1,1600,51.625,46.925,0.5882278812767093,2.121214014686646,0.032265625,0.029328124999999997,-4.700000000000003
150,0.0,-0.05,1600,51.625,40.35,0.6824575403979701,2.009571171808401,0.032265625,0.02521875,-11.274999999999999
150,0.0,0.0,1600,51.625,38.475,0.7766871995192308,1.9090926132179808,0.032265625,0.024046875000000002,-13.149999999999999
200,-0.25,-0.15,1600,63.125,84.3125,0.06344875968215813,3.0452969771309486,0.039453125,0.0526953125,21.1875
200,-0.25,-0.1,1600,63.125,82.25,0.1323519798344017,2.8761138117347844,0.039453125,0.05140625,19.125
200,-0.25,-0.05,1600,61.25,75.5625,0.20125519998664523,2.724739400590849,0.03828125,0.0472265625,14.3125
200,-0.25,0.0,1600,57.375,67.2375,0.27015842013888886,2.588502430561306,0.035859375,0.0420234375,9.862499999999997
200,-0.2,-0.15,1600,63.125,82.25,0.1415390758547007,2.854965916060264,0.039453125,0.05140625,19.125
200,-0.2,-0.1,1600,61.25,75.5625,0.21503584401709394,2.69635669850136,0.03828125,0.0472265625,14.3125
200,-0.2,-0.05,1600,57.375,67.2375,0.28853261217948706,2.5544431880539205,0.035859375,0.0420234375,9.862499999999997
200,-0.2,0.0,1600,57.375,67.2375,0.3620293803418803,2.426721028651224,0.035859375,0.0420234375,9.862499999999997
200,-0.15,-0.15,1600,61.25,75.5625,0.21962939202724363,2.6870267445273073,0.03828125,0.0472265625,14.3125
200,-0.15,-0.1,1600,57.375,67.2375,0.29771970819978627,2.537747480942457,0.035859375,0.0420234375,9.862499999999997
200,-0.15,-0.05,1600,57.375,65.17500000000001,0.37581002437232885,2.404181824050749,0.035859375,0.04073437500000001,7.800000000000011
200,-0.15,0.0,1600,57.375,57.825,0.4539003405448718,2.2839727328482113,0.035859375,0.036140625,0.45000000000000284
200,-0.1,-0.15,1600,57.375,67.2375,0.29771970819978627,2.537747480942457,0.035859375,0.0420234375,9.862499999999997
200,-0.1,-0.1,1600,57.375,65.17500000000001,0.3804035723824786,2.396761509778987,0.035859375,0.04073437500000001,7.800000000000011
200,-0.1,-0.05,1600,57.375,57.825,0.46308743656517115,2.2706161671590404,0.035859375,0.036140625,0.45000000000000284
200,-0.1,0.0,1600,55.5,53.7,0.5457713007478633,2.1570853588010883,0.0346875,0.0335625,-1.7999999999999972
200,-0.05,-0.15,1600,57.375,65.17500000000001,0.37581002437232885,2.404181824050749,0.035859375,0.04073437500000001,7.800000000000011
200,-0.05,-0.1,1600,57.375,57.825,0.46308743656517115,2.2706161671590404,0.035859375,0.036140625,0.45000000000000284
200,-0.05,-0.05,1600,53.5,50.3,0.5503648487580127,2.1511100530980385,0.0334375,0.0314375,-3.200000000000003
200,-0.05,0.0,1600,51.625,43.55,0.6376422609508549,2.0435545504431363,0.032265625,0.02721875,-8.075000000000003
200,0.0,-0.15,1600,57.375,57.825,0.4539003405448718,2.2839727328482113,0.035859375,0.036140625,0.45000000000000284
200,0.0,-0.1,1600,55.5,53.7,0.5457713007478633,2.1570853588010883,0.0346875,0.0335625,-1.7999999999999972
200,0.0,-0.05,1600,51.625,43.55,0.6376422609508549,2.0435545504431363,0.032265625,0.02721875,-8.075000000000003
200,0.0,0.0,1600,51.625,38.475,0.7295132211538461,1.9413768229209794,0.032265625,0.024046875000000002,-13.149999999999999
